ARG_Family	ARG	Primer
tet	tetX	tet_X__1_GU014535
tet	tetX	tet_X__2_M37699
tet	tetX	tet_X__3_AB097942
tet	tetY	tet_Y__1_EF495198
tet	tetY	tet_Y__2_AB089606
tet	tetZ	tet_Z__1_AF121000
tet	tetA(46)	tetA_46__1_HQ652506
tet	tetA(60)\	tetA_60__1_KX000272
tet	tetA(P)	tetA_P__1_AB054980
tet	tetA(P)	tetA_P__2_L20800
tet	tetA(P)	tetA_P__3_AB001076
tet	tetB(46)	tetB_46__1_HQ652506
tet	tetB(60)	tetB_60__1_KX000273
tet	tetB(P)	tetB_P__1_NC_010937
tlr	tlrC	tlr_C__1_M57437
Van	vanA	VanA_1_FJ866609
Van	vanA	VanA_2_M97297
Van	vanAo2	VanAo2_6_HQ679900
Van	vanB	VanB_1_AF192329
Van	VanC	VanC_1_AF162694
Van	VanC	VanC_2_DQ022190
Van	VanC	VanC_3_EU151752
Van	VanC	VanC_4_EU151753
Van	VanC	VanC_5_EU151754
Van	VanD	VanD_1_AB242319
Van	VanD	VanD_2_AF175293
Van	VanD	VanD_3_AY082011
Van	VanD	VanD_4_AY489045
Van	VanE	VanE_1_AF155139
Van	VanG	VanG_1_AY271782
Van	VanH-A	VanH-A_1_FJ866609
Van	VanH-A(Bc)	VanH-A_Bc__7_Y15704
Van	VanH-Ac1	VanH-Ac1_6_DQ246438
Van	VanH-Ac2	VanH-Ac2_7_AY618461
Van	VanH-Ao1	VanH-Ao1_8_AF060799
Van	VanH-Ao2	VanH-Ao2_9_HQ679900
Van	VanH-B	VanH-B_1_AF192329
Van	VanH-D	VanH-D_1_AB242319
Van	VanH-D	VanH-D_2_AF175293
Van	VanH-D	VanH-D_3_AY082011
Van	VanH-D	VanH-D_4_AY489045
Van	VanH-E	VanH-E_1_AF155139
Van	VanH-M	VanH-M_1_FJ349556
Van	VanH-Pt	VanH-Pt_3_DQ018710
Van	VanH-Pt	VanH-Pt_5_DQ018711
Van	VanH-Pt2	VanH-Pt2_4_AY926880
Van	VanH-Sc	VanH-Sc_1_AL939117
Van	VanL	VanL_1_EU250284
Van	VanM	VanM_1_FJ349556
Van	VanN	VanN_1_JF802084
Van	VanPt	VanPt_3_DQ018710
Van	VanPt	VanPt_5_DQ018711
Van	VanPt2	VanPt2_4_AY926880
Van	VanR-A	VanR-A_1_FJ866609
Van	VanR-B	VanR-B_1_AF192329
Van	VanR-C	VanR-C_1_AF162694
Van	VanR-C	VanR-C_3_EU151752
Van	VanR-C	VanR-C_4_EU151753
Van	VanR-D	VanR-D_1_AB242319
Van	VanR-D	VanR-D_2_AF175293
Van	VanR-D	VanR-D_4_AY489045
Van	VanR-F	VanR-F_1_AF155139
Van	VanR-G	VanR-G_1_AY271782
Van	VanR-L	VanR-L_1_EU250284
Van	VanR-M	VanR-M_1_FJ349556
Van	VanR-N	VanR-N_1_JF802084
Van	VanR-Pt	VanR-Pt_3_DQ018710
Van	VanR-Pt	VanR-Pt_5_DQ018711
Van	VanR-Pt2	VanR-Pt2_4_AY926880
Van	VanS-A	VanS-A_2_M97297
Van	VanS-B	VanS-B_1_AF192329
Van	VanS-C	VanS-C_1_AF162694
Van	VanS-C	VanS-C_2_DQ022190
Van	VanS-C	VanS-C_3_EU151752
Van	VanS-C	VanS-C_4_EU151753
Van	VanS-D	VanS-D_1_AB242319
Van	VanS-D	VanS-D_2_AF175293
Van	VanS-D	VanS-D_3_AY489045
Van	VanS-F	VanS-F_1_AF155139
Van	VanS-G	VanS-G_1_AY271782
Van	VanS-L	VanS-L_1_EU250284
Van	VanS-M	VanS-M_1_FJ349556
Van	VanS-N	VanS-N_1_JF802084
Van	VanS-Pt	VanS-Pt_3_DQ018710
Van	VanS-Pt	VanS-Pt_5_DQ018711
Van	VanS-Pt2	VanS-Pt2_4_AY926880
Van	VanT-C	VanT-C_1_AF162694
Van	VanT-C	VanT-C_1_DQ022190
Van	VanT-C	VanT-C_2_EU151752
Van	VanT-C	VanT-C_3_EU151753
Van	VanT-G	VanT-G_1_AY271782
Van	VanT-N	VanT-N_1_JF802084
Van	VanTm-L	VanTm-L_1_EU250284
Van	VanTr-L	VanTr-L_1_EU250284
Van	VanU-G	VanU-G_1_AY271782
Van	VanW-B	VanW-B_1_AF192329
Van	VanW-G	VanW-G_1_AY271782
Van	VanW-Pt	VanW-Pt_2_DQ018711
Van	VanX-A	VanX-A_1_FJ866609
Van	VanX-Ac1	VanX-Ac1_6_DQ246438
Van	VanX-Ac2	VanX-Ac2_7_AY618461
Van	VanX-Ao1	VanX-Ao1_8_AF060799
Van	VanX-Ao2	VanX-Ao2_9_HQ679900
Van	VanX-B	VanX-B_1_AF192329
Van	VanX-D	VanX-D_1_AB242319
Van	VanX-D	VanX-D_2_AF175293
Van	VanX-D	VanX-D_4_AY489045
Van	VanX-E	VanX-E_1_AF155139
Van	VanX-M	VanX-M_1_FJ349556
Van	VanX-Pt	VanX-Pt_3_DQ018710
Van	VanX-Pt	VanX-Pt_5_DQ018711
Van	VanX-Pt2	VanX-Pt2_4_AY926880
Van	VanX-Sc	VanX-Sc_1_AL939117
Van	VanXY-C	VanXY-C_1_AF162694
Van	VanXY-C	VanXY-C_3_EU151752
Van	VanXY-C	VanXY-C_4_EU151753
Van	VanXY-C	VanXY-C_5_EU151754
Van	VanXY-G	VanXY-G_1_AY271782
Van	VanXY-L	VanXY-L_1_EU250284
Van	VanXY-N	VanXY-N_1_JF802084
Van	VanY-A	VanY-A_1_FJ866609
Van	VanY-A	VanY-A_2_M97297
Van	VanY-B	VanY-B_1_AF192329
Van	VanY-D	VanY-D_1_AB242319
Van	VanY-D	VanY-D_2_AF175293
Van	VanY-D	VanY-D_3_AY082011
Van	VanY-D	VanY-D_4_AY489045
Van	VanY-F	VanY-F_1_AF155139
Van	VanY-G	VanY-G_1_DQ212986
Van	VanY-M	VanY-M_1_FJ349556
Van	VanY-Pt	VanY-Pt_3_DQ018710
Van	VanY-Pt	VanY-Pt_5_DQ018711
Van	VanY-Pt2	VanY-Pt2_4_AY926880
Van	VanZ-A	VanZ-A_1_FJ866609
Van	VanZ-F	VanZ-F_1_AF155139
Van	VanZ-Pt	VanZ-Pt_3_DQ018710
Van	VanZ-Pt	VanZ-Pt_4_DQ018711
vat	vatA	vat_A__1_L07778
vat	vatB	vat_B__1_U19459
vat	vatC	vat_C__1_AF015628
vat	vatD	vat_D__1_L12033
vat	vatD	vat_D__2_AF368302
vat	vatE	vat_E__10_AY043212
vat	vatE	vat_E__11_AY043213
vat	vatE	vat_E__3_AF153312
vat	vatE	vat_E__5_AJ488494
vat	vatE	vat_E__6_AF242872
vat	vatE	vat_E__7_AY043211
vat	vatE	vat_E__8_AY043209
vat	vatE	vat_E__9_AY043210
vat	vatF	vat_F__1_AF170730
vat	vatG	vat_G__1_GQ205627
vga	vgaA	vga_A__1_M90056
vga	vgaA	vga_A__2_FN546261
vga	vga(A)LC	vga_A_LC_1_GQ891882
vga	vga(A)LC	vga_A_LC_2_DQ823382
vga	vgaB	vga_B__1_U82085
vga	vgaC	vga_C__1_FN806792
vga	vgaD	vga_D__1_GQ205627
vga	vgaE	vga_E__1_FR772051
vgb	vgbA	vgb_A__1_M20129
vgb	vgbB	vgb_B__1_AF015628
tol	TolC	tolC_F_DARTE-QM-63_R_DARTE-QM-63
acr	AcrF	acrF_F_DARTE-QM-58_R_DARTE-QM-58
acr	acrA	acrA_F_DARTE-QM-56_R_DARTE-QM-56
emr	emrK	emrK_F_DARTE-QM-109_R_DARTE-QM-109
acr	AcrE	acrE_F_DARTE-QM-61_R_DARTE-QM-61
mdt	mdtL	mdtL_F_DARTE-QM-105_R_DARTE-QM-105
mdt	mdtH	mdtH_F_DARTE-QM-100_R_DARTE-QM-100
mdt	mdtA	mdtA_F_DARTE-QM-91_R_DARTE-QM-91
pmr	pmrE	PmrE_F_DARTE-QM-81_R_DARTE-QM-81
mdf	mdfA	mdfA_F_DARTE-QM-73_R_DARTE-QM-73
acr	acrD	acrD_F_DARTE-QM-59_R_DARTE-QM-59
mdt	MdtK	mdtK_F_DARTE-QM-99_R_DARTE-QM-99
pmr	PmrF	PmrF_F_DARTE-QM-78_R_DARTE-QM-78
mdt	MdtD	mdtD_F_DARTE-QM-96_R_DARTE-QM-96
acr	acrA	acrA_F_DARTE-QM-55_R_DARTE-QM-55
intI1	intI1	intI1_F_DARTE-QM-115_R_DARTE-QM-115
mdt	mdtP	mdtP_F_DARTE-QM-84_R_DARTE-QM-84
mdt	mdtN	mdtN_F_DARTE-QM-102_R_DARTE-QM-102
acr	acrB	acrB_F_DARTE-QM-53_R_DARTE-QM-53
pmr	PmrF	PmrF_F_DARTE-QM-79_R_DARTE-QM-79
tet	tet38	tet38_F_DARTE-QM-82_R_DARTE-QM-82
mdt	mdtD	mdtD_F_DARTE-QM-97_R_DARTE-QM-97
mdt	mdtM	mdtM_F_DARTE-QM-103_R_DARTE-QM-103
pmr	pmrA	PmrA_F_DARTE-QM-75_R_DARTE-QM-75
mdf	mdfA	mdfA_F_DARTE-QM-72_R_DARTE-QM-72
IS30	IS30	IS30_F_DARTE-QM-114_R_DARTE-QM-114
mdt	mdtE	mdtE_F_DARTE-QM-95_R_DARTE-QM-95
emr	emrE	emrE_F_DARTE-QM-71_R_DARTE-QM-71
mdt	mdtB	mdtB_F_DARTE-QM-89_R_DARTE-QM-89
mdt	mdtO	mdtO_F_DARTE-QM-74_R_DARTE-QM-74
acr	AcrS	acrS_F_DARTE-QM-52_R_DARTE-QM-52
acr	acrB	acrB_F_DARTE-QM-54_R_DARTE-QM-54
mep	mepA	mepA_F_DARTE-QM-85_R_DARTE-QM-85
pmr	pmrE	PmrE_F_DARTE-QM-80_R_DARTE-QM-80
emr	emrD	emrD_F_DARTE-QM-70_R_DARTE-QM-70
mdt	mdtF	mdtF_F_DARTE-QM-94_R_DARTE-QM-94
mdt	mdtH	mdtH_F_DARTE-QM-101_R_DARTE-QM-101
emr	emrR	emrR_F_DARTE-QM-49_R_DARTE-QM-49
emr	emrR	emrR_F_DARTE-QM-50_R_DARTE-QM-50
emr	emrA	emrA_F_DARTE-QM-65_R_DARTE-QM-65
int	int1	int1_F_DARTE-QM-45_R_DARTE-QM-45
pmr	pmrC	PmrC_F_DARTE-QM-108_R_DARTE-QM-108
sul	sul2	sul2_F_DARTE-QM-19_R_DARTE-QM-18
tol	TolC	tolC_F_DARTE-QM-64_R_DARTE-QM-64
mds	mdsA	mdsA_F_DARTE-QM-51_R_DARTE-QM-51
emr	emrY	emrY_F_DARTE-QM-46_R_DARTE-QM-46
sul	sul2	sul2_F_DARTE-QM-19_R_DARTE-QM-19
pmr	pmrB	PmrB_F_DARTE-QM-111_R_DARTE-QM-111
amr	sav1866	sav1866_F_DARTE-QM-106_R_DARTE-QM-106
mdt	mdtG	mdtG_F_DARTE-QM-93_R_DARTE-QM-93
emr	emrD	emrD_F_DARTE-QM-69_R_DARTE-QM-69
acr	AcrF	acrF_F_DARTE-QM-57_R_DARTE-QM-57
emr	emrB	emrB_F_DARTE-QM-68_R_DARTE-QM-68
emr	emrA	emrA_F_DARTE-QM-66_R_DARTE-QM-66
arn	arnA	arnA_F_DARTE-QM-107_R_DARTE-QM-107
emr	emrB	emrB_F_DARTE-QM-67_R_DARTE-QM-68
mds	mdsC	mdsC_F_DARTE-QM-48_R_DARTE-QM-48
mdt	MdtK	mdtK_F_DARTE-QM-98_R_DARTE-QM-98
mec	mecA	mecA_F_DARTE-QM-86_R_DARTE-QM-86
mcr	mcr-1	mcr-1_F_DARTE-QM-116_R_DARTE-QM-116
mdt	mdtC	mdtC_F_DARTE-QM-88_R_DARTE-QM-88
pmr	pmrB	PmrB_F_DARTE-QM-110_R_DARTE-QM-110
mpr	mprF	mprF_F_DARTE-QM-77_R_DARTE-QM-77
acr	acrD	acrD_F_DARTE-QM-60_R_DARTE-QM-60
mds	mdsB	mdsB_F_DARTE-QM-47_R_DARTE-QM-47
mdt	mdtG	mdtG_F_DARTE-QM-92_R_DARTE-QM-92
mdt	mdtC	mdtC_F_DARTE-QM-87_R_DARTE-QM-87
mdt	mdtM	mdtM_F_DARTE-QM-104_R_DARTE-QM-104
acr	AcrE	acrE_F_DARTE-QM-62_R_DARTE-QM-62
pmr	pmrA	PmrA_F_DARTE-QM-76_R_DARTE-QM-76
mdt	mdtB	mdtB_F_DARTE-QM-90_R_DARTE-QM-90
